ticker,flag_date,direction,checkpoint_days,checked_date,price_at_flag,price_at_checkpoint,pct_change,hit
RDN,2026-08-13,call,5,2026-09-11,36.475,35.85,-1.71,False
RDN,2026-08-13,call,10,2026-09-11,36.475,35.85,-1.71,False
SFNC,2026-08-13,call,1,2026-09-11,24.05,23.145,-3.76,False
SFNC,2026-08-13,call,3,2026-09-11,24.05,23.145,-3.76,False
SFNC,2026-08-13,call,5,2026-09-11,24.05,23.145,-3.76,False
SFNC,2026-08-13,call,10,2026-09-11,24.05,23.145,-3.76,False
NWBI,2026-08-13,call,1,2026-09-11,15.84,15.475,-2.3,False
NWBI,2026-08-13,call,3,2026-09-11,15.84,15.475,-2.3,False
NWBI,2026-08-13,call,5,2026-09-11,15.84,15.475,-2.3,False
NWBI,2026-08-13,call,10,2026-09-11,15.84,15.475,-2.3,False
VSEC,2026-08-13,put,1,2026-09-11,237.38,195.36,-17.7,True
VSEC,2026-08-13,put,3,2026-09-11,237.38,195.36,-17.7,True
VSEC,2026-08-13,put,5,2026-09-11,237.38,195.36,-17.7,True
VSEC,2026-08-13,put,10,2026-09-11,237.38,195.36,-17.7,True
NOVT,2026-08-13,put,1,2026-09-11,168.18,147.61,-12.23,True
NOVT,2026-08-13,put,3,2026-09-11,168.18,147.61,-12.23,True
NOVT,2026-08-13,put,5,2026-09-11,168.18,147.61,-12.23,True
NOVT,2026-08-13,put,10,2026-09-11,168.18,147.61,-12.23,True
MTX,2026-08-13,call,1,2026-09-11,73.16,69.125,-5.52,False
MTX,2026-08-13,call,3,2026-09-11,73.16,69.125,-5.52,False
MTX,2026-08-13,call,5,2026-09-11,73.16,69.125,-5.52,False
MTX,2026-08-13,call,10,2026-09-11,73.16,69.125,-5.52,False
LCII,2026-08-13,put,1,2026-09-11,108.18,91.39,-15.52,True
LCII,2026-08-13,put,3,2026-09-11,108.18,91.39,-15.52,True
LCII,2026-08-13,put,5,2026-09-11,108.18,91.39,-15.52,True
LCII,2026-08-13,put,10,2026-09-11,108.18,91.39,-15.52,True
URBN,2026-08-13,put,1,2026-09-11,77.545,78.125,0.75,False
URBN,2026-08-13,put,3,2026-09-11,77.545,78.125,0.75,False
URBN,2026-08-13,put,5,2026-09-11,77.545,78.125,0.75,False
URBN,2026-08-13,put,10,2026-09-11,77.545,78.125,0.75,False
PSMT,2026-08-13,call,1,2026-09-11,179.9464,169.12,-6.02,False
PSMT,2026-08-13,call,3,2026-09-11,179.9464,169.12,-6.02,False
PSMT,2026-08-13,call,5,2026-09-11,179.9464,169.12,-6.02,False
PSMT,2026-08-13,call,10,2026-09-11,179.9464,169.12,-6.02,False
PTCT,2026-08-14,call,1,2026-09-11,71.39,66.41,-6.98,False
PTCT,2026-08-14,call,3,2026-09-11,71.39,66.41,-6.98,False
PTCT,2026-08-14,call,5,2026-09-11,71.39,66.41,-6.98,False
PTCT,2026-08-14,call,10,2026-09-11,71.39,66.41,-6.98,False
GPI,2026-08-14,put,1,2026-09-11,262.645,284.7899,8.43,False
GPI,2026-08-14,put,3,2026-09-11,262.645,284.7899,8.43,False
GPI,2026-08-14,put,5,2026-09-11,262.645,284.7899,8.43,False
GPI,2026-08-14,put,10,2026-09-11,262.645,284.7899,8.43,False
ACA,2026-08-14,put,1,2026-09-11,145.39,145.55,0.11,False
ACA,2026-08-14,put,3,2026-09-11,145.39,145.55,0.11,False
ACA,2026-08-14,put,5,2026-09-11,145.39,145.55,0.11,False
ACA,2026-08-14,put,10,2026-09-11,145.39,145.55,0.11,False
RDN,2026-08-14,call,1,2026-09-11,37.17,35.85,-3.55,False
RDN,2026-08-14,call,3,2026-09-11,37.17,35.85,-3.55,False
RDN,2026-08-14,call,5,2026-09-11,37.17,35.85,-3.55,False
RDN,2026-08-14,call,10,2026-09-11,37.17,35.85,-3.55,False
SFNC,2026-08-14,call,1,2026-09-11,23.99,23.145,-3.52,False
SFNC,2026-08-14,call,3,2026-09-11,23.99,23.145,-3.52,False
SFNC,2026-08-14,call,5,2026-09-11,23.99,23.145,-3.52,False
SFNC,2026-08-14,call,10,2026-09-11,23.99,23.145,-3.52,False
CVBF,2026-08-14,call,1,2026-09-11,23.24,22.42,-3.53,False
CVBF,2026-08-14,call,3,2026-09-11,23.24,22.42,-3.53,False
CVBF,2026-08-14,call,5,2026-09-11,23.24,22.42,-3.53,False
CVBF,2026-08-14,call,10,2026-09-11,23.24,22.42,-3.53,False
NWBI,2026-08-14,call,1,2026-09-11,15.865,15.475,-2.46,False
NWBI,2026-08-14,call,3,2026-09-11,15.865,15.475,-2.46,False
NWBI,2026-08-14,call,5,2026-09-11,15.865,15.475,-2.46,False
NWBI,2026-08-14,call,10,2026-09-11,15.865,15.475,-2.46,False
KYMR,2026-08-14,call,1,2026-09-11,113.475,114.41,0.82,True
KYMR,2026-08-14,call,3,2026-09-11,113.475,114.41,0.82,True
KYMR,2026-08-14,call,5,2026-09-11,113.475,114.41,0.82,True
KYMR,2026-08-14,call,10,2026-09-11,113.475,114.41,0.82,True
MTX,2026-08-14,call,1,2026-09-11,72.59,69.125,-4.77,False
MTX,2026-08-14,call,3,2026-09-11,72.59,69.125,-4.77,False
MTX,2026-08-14,call,5,2026-09-11,72.59,69.125,-4.77,False
MTX,2026-08-14,call,10,2026-09-11,72.59,69.125,-4.77,False
ITGR,2026-08-14,put,1,2026-09-11,125.25,126.205,0.76,False
ITGR,2026-08-14,put,3,2026-09-11,125.25,126.205,0.76,False
ITGR,2026-08-14,put,5,2026-09-11,125.25,126.205,0.76,False
ITGR,2026-08-14,put,10,2026-09-11,125.25,126.205,0.76,False
NOVT,2026-08-14,put,1,2026-09-11,167.72,147.61,-11.99,True
NOVT,2026-08-14,put,3,2026-09-11,167.72,147.61,-11.99,True
NOVT,2026-08-14,put,5,2026-09-11,167.72,147.61,-11.99,True
NOVT,2026-08-14,put,10,2026-09-11,167.72,147.61,-11.99,True
VSEC,2026-08-14,put,1,2026-09-11,234.825,195.36,-16.81,True
VSEC,2026-08-14,put,3,2026-09-11,234.825,195.36,-16.81,True
VSEC,2026-08-14,put,5,2026-09-11,234.825,195.36,-16.81,True
VSEC,2026-08-14,put,10,2026-09-11,234.825,195.36,-16.81,True
PSMT,2026-08-14,call,1,2026-09-11,181.2,169.12,-6.67,False
PSMT,2026-08-14,call,3,2026-09-11,181.2,169.12,-6.67,False
PSMT,2026-08-14,call,5,2026-09-11,181.2,169.12,-6.67,False
PSMT,2026-08-14,call,10,2026-09-11,181.2,169.12,-6.67,False
VCEL,2026-08-14,call,1,2026-09-11,43.87,38.035,-13.3,False
VCEL,2026-08-14,call,3,2026-09-11,43.87,38.035,-13.3,False
VCEL,2026-08-14,call,5,2026-09-11,43.87,38.035,-13.3,False
VCEL,2026-08-14,call,10,2026-09-11,43.87,38.035,-13.3,False
CLDX,2026-08-14,call,1,2026-09-11,41.75,37.18,-10.95,False
CLDX,2026-08-14,call,3,2026-09-11,41.75,37.18,-10.95,False
CLDX,2026-08-14,call,5,2026-09-11,41.75,37.18,-10.95,False
CLDX,2026-08-14,call,10,2026-09-11,41.75,37.18,-10.95,False
HIW,2026-08-17,call,1,2026-09-11,31.51,31.0,-1.62,False
HIW,2026-08-17,call,3,2026-09-11,31.51,31.0,-1.62,False
HIW,2026-08-17,call,5,2026-09-11,31.51,31.0,-1.62,False
HIW,2026-08-17,call,10,2026-09-11,31.51,31.0,-1.62,False
DHT,2026-08-17,call,1,2026-09-11,19.52,22.235,13.91,True
DHT,2026-08-17,call,3,2026-09-11,19.52,22.235,13.91,True
DHT,2026-08-17,call,5,2026-09-11,19.52,22.235,13.91,True
DHT,2026-08-17,call,10,2026-09-11,19.52,22.235,13.91,True
APAM,2026-08-17,call,1,2026-09-11,42.18,38.53,-8.65,False
APAM,2026-08-17,call,3,2026-09-11,42.18,38.53,-8.65,False
APAM,2026-08-17,call,5,2026-09-11,42.18,38.53,-8.65,False
APAM,2026-08-17,call,10,2026-09-11,42.18,38.53,-8.65,False
DK,2026-08-17,call,1,2026-09-11,65.47,77.23,17.96,True
DK,2026-08-17,call,3,2026-09-11,65.47,77.23,17.96,True
DK,2026-08-17,call,5,2026-09-11,65.47,77.23,17.96,True
DK,2026-08-17,call,10,2026-09-11,65.47,77.23,17.96,True
KNSA,2026-08-17,call,1,2026-09-11,76.75,76.915,0.21,True
KNSA,2026-08-17,call,3,2026-09-11,76.75,76.915,0.21,True
KNSA,2026-08-17,call,5,2026-09-11,76.75,76.915,0.21,True
KNSA,2026-08-17,call,10,2026-09-11,76.75,76.915,0.21,True
PTCT,2026-08-17,call,1,2026-09-11,71.7,66.41,-7.38,False
PTCT,2026-08-17,call,3,2026-09-11,71.7,66.41,-7.38,False
PTCT,2026-08-17,call,5,2026-09-11,71.7,66.41,-7.38,False
PTCT,2026-08-17,call,10,2026-09-11,71.7,66.41,-7.38,False
ACA,2026-08-17,put,1,2026-09-11,145.4,145.55,0.1,False
ACA,2026-08-17,put,3,2026-09-11,145.4,145.55,0.1,False
ACA,2026-08-17,put,5,2026-09-11,145.4,145.55,0.1,False
ACA,2026-08-17,put,10,2026-09-11,145.4,145.55,0.1,False
GPI,2026-08-17,put,1,2026-09-11,263.95,284.7899,7.9,False
GPI,2026-08-17,put,3,2026-09-11,263.95,284.7899,7.9,False
GPI,2026-08-17,put,5,2026-09-11,263.95,284.7899,7.9,False
GPI,2026-08-17,put,10,2026-09-11,263.95,284.7899,7.9,False
RDN,2026-08-17,call,1,2026-09-11,37.26,35.85,-3.78,False
RDN,2026-08-17,call,3,2026-09-11,37.26,35.85,-3.78,False
RDN,2026-08-17,call,5,2026-09-11,37.26,35.85,-3.78,False
RDN,2026-08-17,call,10,2026-09-11,37.26,35.85,-3.78,False
CVBF,2026-08-17,call,1,2026-09-11,23.25,22.42,-3.57,False
CVBF,2026-08-17,call,3,2026-09-11,23.25,22.42,-3.57,False
CVBF,2026-08-17,call,5,2026-09-11,23.25,22.42,-3.57,False
CVBF,2026-08-17,call,10,2026-09-11,23.25,22.42,-3.57,False
SFNC,2026-08-17,call,1,2026-09-11,24.08,23.145,-3.88,False
SFNC,2026-08-17,call,3,2026-09-11,24.08,23.145,-3.88,False
SFNC,2026-08-17,call,5,2026-09-11,24.08,23.145,-3.88,False
SFNC,2026-08-17,call,10,2026-09-11,24.08,23.145,-3.88,False
NWBI,2026-08-17,call,1,2026-09-11,15.75,15.475,-1.75,False
NWBI,2026-08-17,call,3,2026-09-11,15.75,15.475,-1.75,False
NWBI,2026-08-17,call,5,2026-09-11,15.75,15.475,-1.75,False
NWBI,2026-08-17,call,10,2026-09-11,15.75,15.475,-1.75,False
WAY,2026-08-17,call,1,2026-09-11,24.78,23.24,-6.21,False
WAY,2026-08-17,call,3,2026-09-11,24.78,23.24,-6.21,False
WAY,2026-08-17,call,5,2026-09-11,24.78,23.24,-6.21,False
WAY,2026-08-17,call,10,2026-09-11,24.78,23.24,-6.21,False
MTX,2026-08-17,call,1,2026-09-11,72.98,69.125,-5.28,False
MTX,2026-08-17,call,3,2026-09-11,72.98,69.125,-5.28,False
MTX,2026-08-17,call,5,2026-09-11,72.98,69.125,-5.28,False
MTX,2026-08-17,call,10,2026-09-11,72.98,69.125,-5.28,False
NOVT,2026-08-17,put,1,2026-09-11,166.58,147.61,-11.39,True
NOVT,2026-08-17,put,3,2026-09-11,166.58,147.61,-11.39,True
NOVT,2026-08-17,put,5,2026-09-11,166.58,147.61,-11.39,True
NOVT,2026-08-17,put,10,2026-09-11,166.58,147.61,-11.39,True
REZI,2026-08-18,put,1,2026-09-11,20.64,19.01,-7.9,True
REZI,2026-08-18,put,3,2026-09-11,20.64,19.01,-7.9,True
REZI,2026-08-18,put,5,2026-09-11,20.64,19.01,-7.9,True
REZI,2026-08-18,put,10,2026-09-11,20.64,19.01,-7.9,True
LTH,2026-08-18,call,1,2026-09-11,45.34,42.181,-6.97,False
LTH,2026-08-18,call,3,2026-09-11,45.34,42.181,-6.97,False
LTH,2026-08-18,call,5,2026-09-11,45.34,42.181,-6.97,False
LTH,2026-08-18,call,10,2026-09-11,45.34,42.181,-6.97,False
HIW,2026-08-18,call,1,2026-09-11,30.66,31.0,1.11,True
HIW,2026-08-18,call,3,2026-09-11,30.66,31.0,1.11,True
HIW,2026-08-18,call,5,2026-09-11,30.66,31.0,1.11,True
HIW,2026-08-18,call,10,2026-09-11,30.66,31.0,1.11,True
APAM,2026-08-18,call,1,2026-09-11,41.48,38.53,-7.11,False
APAM,2026-08-18,call,3,2026-09-11,41.48,38.53,-7.11,False
APAM,2026-08-18,call,5,2026-09-11,41.48,38.53,-7.11,False
APAM,2026-08-18,call,10,2026-09-11,41.48,38.53,-7.11,False
ATKR,2026-08-18,call,1,2026-09-11,93.71,94.29,0.62,True
ATKR,2026-08-18,call,3,2026-09-11,93.71,94.29,0.62,True
ATKR,2026-08-18,call,5,2026-09-11,93.71,94.29,0.62,True
ATKR,2026-08-18,call,10,2026-09-11,93.71,94.29,0.62,True
HP,2026-08-18,call,1,2026-09-11,44.72,44.24,-1.07,False
HP,2026-08-18,call,3,2026-09-11,44.72,44.24,-1.07,False
HP,2026-08-18,call,5,2026-09-11,44.72,44.24,-1.07,False
HP,2026-08-18,call,10,2026-09-11,44.72,44.24,-1.07,False
KNSA,2026-08-18,call,1,2026-09-11,79.18,76.915,-2.86,False
KNSA,2026-08-18,call,3,2026-09-11,79.18,76.915,-2.86,False
KNSA,2026-08-18,call,5,2026-09-11,79.18,76.915,-2.86,False
KNSA,2026-08-18,call,10,2026-09-11,79.18,76.915,-2.86,False
PTCT,2026-08-18,call,1,2026-09-11,72.88,66.41,-8.88,False
PTCT,2026-08-18,call,3,2026-09-11,72.88,66.41,-8.88,False
PTCT,2026-08-18,call,5,2026-09-11,72.88,66.41,-8.88,False
PTCT,2026-08-18,call,10,2026-09-11,72.88,66.41,-8.88,False
ACA,2026-08-18,put,1,2026-09-11,145.01,145.55,0.37,False
ACA,2026-08-18,put,3,2026-09-11,145.01,145.55,0.37,False
ACA,2026-08-18,put,5,2026-09-11,145.01,145.55,0.37,False
ACA,2026-08-18,put,10,2026-09-11,145.01,145.55,0.37,False
GPI,2026-08-18,put,1,2026-09-11,259.68,284.7899,9.67,False
GPI,2026-08-18,put,3,2026-09-11,259.68,284.7899,9.67,False
GPI,2026-08-18,put,5,2026-09-11,259.68,284.7899,9.67,False
GPI,2026-08-18,put,10,2026-09-11,259.68,284.7899,9.67,False
RDN,2026-08-18,call,1,2026-09-11,37.05,35.85,-3.24,False
RDN,2026-08-18,call,3,2026-09-11,37.05,35.85,-3.24,False
RDN,2026-08-18,call,5,2026-09-11,37.05,35.85,-3.24,False
RDN,2026-08-18,call,10,2026-09-11,37.05,35.85,-3.24,False
CVBF,2026-08-18,call,1,2026-09-11,23.15,22.42,-3.15,False
CVBF,2026-08-18,call,3,2026-09-11,23.15,22.42,-3.15,False
CVBF,2026-08-18,call,5,2026-09-11,23.15,22.42,-3.15,False
CVBF,2026-08-18,call,10,2026-09-11,23.15,22.42,-3.15,False
NOVT,2026-08-18,put,1,2026-09-11,168.75,147.61,-12.53,True
NOVT,2026-08-18,put,3,2026-09-11,168.75,147.61,-12.53,True
NOVT,2026-08-18,put,5,2026-09-11,168.75,147.61,-12.53,True
NOVT,2026-08-18,put,10,2026-09-11,168.75,147.61,-12.53,True
SFNC,2026-08-18,call,1,2026-09-11,23.94,23.145,-3.32,False
SFNC,2026-08-18,call,3,2026-09-11,23.94,23.145,-3.32,False
SFNC,2026-08-18,call,5,2026-09-11,23.94,23.145,-3.32,False
SFNC,2026-08-18,call,10,2026-09-11,23.94,23.145,-3.32,False
NWBI,2026-08-18,call,1,2026-09-11,15.69,15.475,-1.37,False
NWBI,2026-08-18,call,3,2026-09-11,15.69,15.475,-1.37,False
NWBI,2026-08-18,call,5,2026-09-11,15.69,15.475,-1.37,False
NWBI,2026-08-18,call,10,2026-09-11,15.69,15.475,-1.37,False
HIW,2026-08-19,call,1,2026-09-11,30.85,31.0,0.49,True
HIW,2026-08-19,call,3,2026-09-11,30.85,31.0,0.49,True
HIW,2026-08-19,call,5,2026-09-11,30.85,31.0,0.49,True
HIW,2026-08-19,call,10,2026-09-11,30.85,31.0,0.49,True
TMDX,2026-08-19,put,1,2026-09-11,90.69,81.33,-10.32,True
TMDX,2026-08-19,put,3,2026-09-11,90.69,81.33,-10.32,True
TMDX,2026-08-19,put,5,2026-09-11,90.69,81.33,-10.32,True
TMDX,2026-08-19,put,10,2026-09-11,90.69,81.33,-10.32,True
APAM,2026-08-19,call,1,2026-09-11,41.67,38.53,-7.54,False
APAM,2026-08-19,call,3,2026-09-11,41.67,38.53,-7.54,False
APAM,2026-08-19,call,5,2026-09-11,41.67,38.53,-7.54,False
APAM,2026-08-19,call,10,2026-09-11,41.67,38.53,-7.54,False
WTTR,2026-08-19,call,1,2026-09-11,21.09,20.645,-2.11,False
WTTR,2026-08-19,call,3,2026-09-11,21.09,20.645,-2.11,False
WTTR,2026-08-19,call,5,2026-09-11,21.09,20.645,-2.11,False
WTTR,2026-08-19,call,10,2026-09-11,21.09,20.645,-2.11,False
ATKR,2026-08-19,call,1,2026-09-11,93.44,94.29,0.91,True
ATKR,2026-08-19,call,3,2026-09-11,93.44,94.29,0.91,True
ATKR,2026-08-19,call,5,2026-09-11,93.44,94.29,0.91,True
ATKR,2026-08-19,call,10,2026-09-11,93.44,94.29,0.91,True
MBC,2026-08-19,put,1,2026-09-11,8.85,7.485,-15.42,True
MBC,2026-08-19,put,3,2026-09-11,8.85,7.485,-15.42,True
MBC,2026-08-19,put,5,2026-09-11,8.85,7.485,-15.42,True
MBC,2026-08-19,put,10,2026-09-11,8.85,7.485,-15.42,True
ATMU,2026-08-19,call,1,2026-09-11,49.89,45.52,-8.76,False
ATMU,2026-08-19,call,3,2026-09-11,49.89,45.52,-8.76,False
ATMU,2026-08-19,call,5,2026-09-11,49.89,45.52,-8.76,False
ATMU,2026-08-19,call,10,2026-09-11,49.89,45.52,-8.76,False
PTCT,2026-08-19,call,1,2026-09-11,72.63,66.41,-8.56,False
PTCT,2026-08-19,call,3,2026-09-11,72.63,66.41,-8.56,False
PTCT,2026-08-19,call,5,2026-09-11,72.63,66.41,-8.56,False
PTCT,2026-08-19,call,10,2026-09-11,72.63,66.41,-8.56,False
ACA,2026-08-19,put,1,2026-09-11,145.35,145.55,0.14,False
ACA,2026-08-19,put,3,2026-09-11,145.35,145.55,0.14,False
ACA,2026-08-19,put,5,2026-09-11,145.35,145.55,0.14,False
ACA,2026-08-19,put,10,2026-09-11,145.35,145.55,0.14,False
GPI,2026-08-19,put,1,2026-09-11,250.01,284.7899,13.91,False
GPI,2026-08-19,put,3,2026-09-11,250.01,284.7899,13.91,False
GPI,2026-08-19,put,5,2026-09-11,250.01,284.7899,13.91,False
GPI,2026-08-19,put,10,2026-09-11,250.01,284.7899,13.91,False
REZI,2026-08-19,put,1,2026-09-11,21.02,19.01,-9.56,True
REZI,2026-08-19,put,3,2026-09-11,21.02,19.01,-9.56,True
REZI,2026-08-19,put,5,2026-09-11,21.02,19.01,-9.56,True
REZI,2026-08-19,put,10,2026-09-11,21.02,19.01,-9.56,True
CVBF,2026-08-19,call,1,2026-09-11,23.04,22.42,-2.69,False
CVBF,2026-08-19,call,3,2026-09-11,23.04,22.42,-2.69,False
CVBF,2026-08-19,call,5,2026-09-11,23.04,22.42,-2.69,False
CVBF,2026-08-19,call,10,2026-09-11,23.04,22.42,-2.69,False
SFNC,2026-08-19,call,1,2026-09-11,23.68,23.145,-2.26,False
SFNC,2026-08-19,call,3,2026-09-11,23.68,23.145,-2.26,False
SFNC,2026-08-19,call,5,2026-09-11,23.68,23.145,-2.26,False
SFNC,2026-08-19,call,10,2026-09-11,23.68,23.145,-2.26,False
NWBI,2026-08-19,call,1,2026-09-11,15.64,15.475,-1.05,False
NWBI,2026-08-19,call,3,2026-09-11,15.64,15.475,-1.05,False
NWBI,2026-08-19,call,5,2026-09-11,15.64,15.475,-1.05,False
NWBI,2026-08-19,call,10,2026-09-11,15.64,15.475,-1.05,False
NOVT,2026-08-19,put,1,2026-09-11,157.11,147.61,-6.05,True
NOVT,2026-08-19,put,3,2026-09-11,157.11,147.61,-6.05,True
NOVT,2026-08-19,put,5,2026-09-11,157.11,147.61,-6.05,True
NOVT,2026-08-19,put,10,2026-09-11,157.11,147.61,-6.05,True
BULL,2026-08-20,call,1,2026-09-11,9.755,9.21,-5.59,False
BULL,2026-08-20,call,3,2026-09-11,9.755,9.21,-5.59,False
BULL,2026-08-20,call,5,2026-09-11,9.755,9.21,-5.59,False
BULL,2026-08-20,call,10,2026-09-11,9.755,9.21,-5.59,False
AXGN,2026-08-20,call,1,2026-09-11,47.99,41.14,-14.27,False
AXGN,2026-08-20,call,3,2026-09-11,47.99,41.14,-14.27,False
AXGN,2026-08-20,call,5,2026-09-11,47.99,41.14,-14.27,False
AXGN,2026-08-20,call,10,2026-09-11,47.99,41.14,-14.27,False
HIW,2026-08-20,call,1,2026-09-11,31.26,31.0,-0.83,False
HIW,2026-08-20,call,3,2026-09-11,31.26,31.0,-0.83,False
HIW,2026-08-20,call,5,2026-09-11,31.26,31.0,-0.83,False
HIW,2026-08-20,call,10,2026-09-11,31.26,31.0,-0.83,False
BIPC,2026-08-20,call,1,2026-09-11,40.135,36.92,-8.01,False
BIPC,2026-08-20,call,3,2026-09-11,40.135,36.92,-8.01,False
BIPC,2026-08-20,call,5,2026-09-11,40.135,36.92,-8.01,False
BIPC,2026-08-20,call,10,2026-09-11,40.135,36.92,-8.01,False
APAM,2026-08-20,call,1,2026-09-11,42.22,38.53,-8.74,False
APAM,2026-08-20,call,3,2026-09-11,42.22,38.53,-8.74,False
APAM,2026-08-20,call,5,2026-09-11,42.22,38.53,-8.74,False
APAM,2026-08-20,call,10,2026-09-11,42.22,38.53,-8.74,False
KNSA,2026-08-20,call,1,2026-09-11,79.43,76.915,-3.17,False
KNSA,2026-08-20,call,3,2026-09-11,79.43,76.915,-3.17,False
KNSA,2026-08-20,call,5,2026-09-11,79.43,76.915,-3.17,False
KNSA,2026-08-20,call,10,2026-09-11,79.43,76.915,-3.17,False
KYMR,2026-08-20,call,1,2026-09-11,127.31,114.41,-10.13,False
KYMR,2026-08-20,call,3,2026-09-11,127.31,114.41,-10.13,False
KYMR,2026-08-20,call,5,2026-09-11,127.31,114.41,-10.13,False
KYMR,2026-08-20,call,10,2026-09-11,127.31,114.41,-10.13,False
ATKR,2026-08-20,call,1,2026-09-11,93.45,94.29,0.9,True
ATKR,2026-08-20,call,3,2026-09-11,93.45,94.29,0.9,True
ATKR,2026-08-20,call,5,2026-09-11,93.45,94.29,0.9,True
ATKR,2026-08-20,call,10,2026-09-11,93.45,94.29,0.9,True
ATMU,2026-08-20,call,1,2026-09-11,49.16,45.52,-7.4,False
ATMU,2026-08-20,call,3,2026-09-11,49.16,45.52,-7.4,False
ATMU,2026-08-20,call,5,2026-09-11,49.16,45.52,-7.4,False
ATMU,2026-08-20,call,10,2026-09-11,49.16,45.52,-7.4,False
ACA,2026-08-20,put,1,2026-09-11,145.25,145.55,0.21,False
ACA,2026-08-20,put,3,2026-09-11,145.25,145.55,0.21,False
ACA,2026-08-20,put,5,2026-09-11,145.25,145.55,0.21,False
ACA,2026-08-20,put,10,2026-09-11,145.25,145.55,0.21,False
MTX,2026-08-20,call,1,2026-09-11,71.46,69.125,-3.27,False
MTX,2026-08-20,call,3,2026-09-11,71.46,69.125,-3.27,False
MTX,2026-08-20,call,5,2026-09-11,71.46,69.125,-3.27,False
MTX,2026-08-20,call,10,2026-09-11,71.46,69.125,-3.27,False
CVBF,2026-08-20,call,1,2026-09-11,22.53,22.42,-0.49,False
CVBF,2026-08-20,call,3,2026-09-11,22.53,22.42,-0.49,False
CVBF,2026-08-20,call,5,2026-09-11,22.53,22.42,-0.49,False
CVBF,2026-08-20,call,10,2026-09-11,22.53,22.42,-0.49,False
PTCT,2026-08-20,call,1,2026-09-11,73.67,66.41,-9.85,False
PTCT,2026-08-20,call,3,2026-09-11,73.67,66.41,-9.85,False
PTCT,2026-08-20,call,5,2026-09-11,73.67,66.41,-9.85,False
PTCT,2026-08-20,call,10,2026-09-11,73.67,66.41,-9.85,False
SFNC,2026-08-20,call,1,2026-09-11,22.89,23.145,1.11,True
SFNC,2026-08-20,call,3,2026-09-11,22.89,23.145,1.11,True
SFNC,2026-08-20,call,5,2026-09-11,22.89,23.145,1.11,True
SFNC,2026-08-20,call,10,2026-09-11,22.89,23.145,1.11,True
NWBI,2026-08-20,call,1,2026-09-11,15.205,15.475,1.78,True
NWBI,2026-08-20,call,3,2026-09-11,15.205,15.475,1.78,True
NWBI,2026-08-20,call,5,2026-09-11,15.205,15.475,1.78,True
NWBI,2026-08-20,call,10,2026-09-11,15.205,15.475,1.78,True
PTEN,2026-08-21,call,1,2026-09-11,12.18,12.9195,6.07,True
PTEN,2026-08-21,call,3,2026-09-11,12.18,12.9195,6.07,True
PTEN,2026-08-21,call,5,2026-09-11,12.18,12.9195,6.07,True
PTEN,2026-08-21,call,10,2026-09-11,12.18,12.9195,6.07,True
ACMR,2026-08-21,call,1,2026-09-11,78.52,73.24,-6.72,False
ACMR,2026-08-21,call,3,2026-09-11,78.52,73.24,-6.72,False
ACMR,2026-08-21,call,5,2026-09-11,78.52,73.24,-6.72,False
ACMR,2026-08-21,call,10,2026-09-11,78.52,73.24,-6.72,False
MARA,2026-08-21,call,1,2026-09-11,11.15,12.225,9.64,True
MARA,2026-08-21,call,3,2026-09-11,11.15,12.225,9.64,True
MARA,2026-08-21,call,5,2026-09-11,11.15,12.225,9.64,True
MARA,2026-08-21,call,10,2026-09-11,11.15,12.225,9.64,True
HIW,2026-08-21,call,1,2026-09-11,31.47,31.0,-1.49,False
HIW,2026-08-21,call,3,2026-09-11,31.47,31.0,-1.49,False
HIW,2026-08-21,call,5,2026-09-11,31.47,31.0,-1.49,False
HIW,2026-08-21,call,10,2026-09-11,31.47,31.0,-1.49,False
OSIS,2026-08-21,call,1,2026-09-11,218.09,202.325,-7.23,False
OSIS,2026-08-21,call,3,2026-09-11,218.09,202.325,-7.23,False
OSIS,2026-08-21,call,5,2026-09-11,218.09,202.325,-7.23,False
OSIS,2026-08-21,call,10,2026-09-11,218.09,202.325,-7.23,False
BULL,2026-08-21,call,1,2026-09-11,8.85,9.21,4.07,True
BULL,2026-08-21,call,3,2026-09-11,8.85,9.21,4.07,True
BULL,2026-08-21,call,5,2026-09-11,8.85,9.21,4.07,True
BULL,2026-08-21,call,10,2026-09-11,8.85,9.21,4.07,True
APAM,2026-08-21,call,1,2026-09-11,42.05,38.53,-8.37,False
APAM,2026-08-21,call,3,2026-09-11,42.05,38.53,-8.37,False
APAM,2026-08-21,call,5,2026-09-11,42.05,38.53,-8.37,False
APAM,2026-08-21,call,10,2026-09-11,42.05,38.53,-8.37,False
ESTA,2026-08-21,put,1,2026-09-11,71.52,70.46,-1.48,True
ESTA,2026-08-21,put,3,2026-09-11,71.52,70.46,-1.48,True
ESTA,2026-08-21,put,5,2026-09-11,71.52,70.46,-1.48,True
ESTA,2026-08-21,put,10,2026-09-11,71.52,70.46,-1.48,True
MTRN,2026-08-21,put,1,2026-09-11,232.72,259.37,11.45,False
MTRN,2026-08-21,put,3,2026-09-11,232.72,259.37,11.45,False
MTRN,2026-08-21,put,5,2026-09-11,232.72,259.37,11.45,False
MTRN,2026-08-21,put,10,2026-09-11,232.72,259.37,11.45,False
ATKR,2026-08-21,call,1,2026-09-11,93.49,94.29,0.86,True
ATKR,2026-08-21,call,3,2026-09-11,93.49,94.29,0.86,True
ATKR,2026-08-21,call,5,2026-09-11,93.49,94.29,0.86,True
