ticker,date,total_volume,call_volume,put_volume,open_interest,vol_oi_ratio,put_call_ratio,top_call_strike,top_call_strike_volume,top_call_expiry,top_put_strike,top_put_strike_volume,top_put_expiry,stock_price
GTX,2026-07-08,427,348,79,2612,0.16,0.23,31.0,36.0,2026-08-21,24.0,30.0,2026-08-21,
LQDA,2026-07-08,3685,1300,2385,69460,0.05,1.83,75.0,188.0,2026-07-17,52.5,806.0,2026-07-17,
VSXY,2026-07-08,3803,411,3392,14059,0.27,8.25,85.0,174.0,2026-07-17,85.0,3128.0,2026-07-17,
QLYS,2026-07-08,208,122,86,4359,0.05,0.7,135.0,51.0,2026-07-17,135.0,22.0,2026-07-17,
UEC,2026-07-08,3057,2541,516,42289,0.07,0.2,11.0,407.0,2026-07-17,11.0,81.0,2026-07-17,
ROAD,2026-07-08,258,121,137,2486,0.1,1.13,130.0,21.0,2026-07-17,120.0,45.0,2026-07-17,
ACMR,2026-07-08,2203,1320,883,20860,0.11,0.67,135.0,302.0,2026-07-17,84.0,227.0,2026-07-10,
PSMT,2026-07-08,486,245,241,193,2.52,0.98,155.0,200.0,2026-07-17,145.0,200.0,2026-07-17,
CGON,2026-07-08,1383,1043,340,55820,0.02,0.33,85.0,602.0,2026-07-17,40.0,142.0,2026-07-17,
AX,2026-07-08,262,110,152,1704,0.15,1.38,85.0,20.0,2026-08-21,40.0,60.0,2026-07-17,
LMND,2026-07-08,3062,1701,1361,27616,0.11,0.8,85.0,225.0,2026-07-17,40.0,376.0,2026-07-17,
YOU,2026-07-08,2423,1781,642,17738,0.14,0.36,59.8,1054.0,2026-08-21,45.8,217.0,2026-08-21,
TVTX,2026-07-08,601,402,199,3374,0.18,0.5,50.0,254.0,2026-07-17,50.0,100.0,2026-07-17,
RIG,2026-07-08,10136,9513,623,44511,0.23,0.07,5.5,3851.0,2026-07-17,1.5,167.0,2026-07-10,
VRNS,2026-07-08,8656,111,8545,22310,0.39,76.98,45.0,41.0,2026-07-17,35.0,4619.0,2026-07-17,
BOOT,2026-07-08,411,237,174,6575,0.06,0.73,160.0,146.0,2026-07-17,160.0,55.0,2026-07-17,
GLNG,2026-07-08,366,130,236,8059,0.05,1.82,48.0,50.0,2026-07-17,43.0,130.0,2026-08-21,
TTAN,2026-07-08,561,387,174,10049,0.06,0.45,100.0,119.0,2026-08-21,70.0,65.0,2026-08-21,
MARA,2026-07-08,120860,111387,9473,419841,0.29,0.09,13.5,21900.0,2026-07-17,11.5,2219.0,2026-07-10,
UCTT,2026-07-08,560,382,178,8330,0.07,0.47,155.0,96.0,2026-07-17,120.0,29.0,2026-08-21,
SKY,2026-07-08,265,192,73,16741,0.02,0.38,100.0,95.0,2026-08-21,85.0,15.0,2026-07-17,
INDV,2026-07-08,270,213,57,19619,0.01,0.27,40.0,62.0,2026-07-17,35.0,10.0,2026-07-17,
EBC,2026-07-08,1715,1702,13,884,1.94,0.01,5.0,700.0,2026-07-17,20.0,5.0,2026-07-17,
PBF,2026-07-08,10028,9422,606,11649,0.86,0.06,55.0,2764.0,2026-07-17,50.0,189.0,2026-07-17,
TXG,2026-07-08,251,134,117,7548,0.03,0.87,40.0,88.0,2026-08-21,35.0,63.0,2026-08-21,
ZETA,2026-07-08,7482,4842,2640,100135,0.07,0.55,21.0,1260.0,2026-07-17,23.0,1254.0,2026-07-17,
CNX,2026-07-08,607,388,219,4319,0.14,0.56,30.0,135.0,2026-07-17,31.0,67.0,2026-08-21,
SYNA,2026-07-08,442,168,274,3908,0.11,1.63,95.0,40.0,2026-07-17,40.0,75.0,2026-07-17,
OPEN,2026-07-08,24606,18085,6521,182710,0.13,0.36,5.0,8490.0,2026-07-10,4.5,4000.0,2026-07-10,
SPHR,2026-07-08,511,299,212,6535,0.08,0.71,155.0,83.0,2026-07-17,155.0,30.0,2026-07-17,
HRI,2026-07-08,382,66,316,1075,0.36,4.79,210.0,10.0,2026-08-21,145.0,300.0,2026-07-17,
ACLS,2026-07-08,1008,748,260,9134,0.11,0.35,260.0,359.0,2026-08-21,230.0,51.0,2026-08-21,
FLG,2026-07-08,742,241,501,90514,0.01,2.08,14.0,87.0,2026-08-21,14.0,118.0,2026-08-21,
AZZ,2026-07-08,267,140,127,687,0.39,0.91,150.0,23.0,2026-07-17,125.0,48.0,2026-07-17,
DNTH,2026-07-08,490,393,97,4130,0.12,0.25,75.0,250.0,2026-08-21,85.0,60.0,2026-08-21,
RXO,2026-07-08,298,210,88,13856,0.02,0.42,20.0,100.0,2026-08-21,7.5,15.0,2026-08-21,
TENB,2026-07-08,860,469,391,15462,0.06,0.83,27.0,106.0,2026-07-17,26.0,217.0,2026-07-17,
DIOD,2026-07-08,318,137,181,1516,0.21,1.32,115.0,50.0,2026-08-21,120.0,43.0,2026-07-17,
MUR,2026-07-08,318,172,146,7882,0.04,0.85,35.0,36.0,2026-08-21,35.0,41.0,2026-07-17,
BMI,2026-07-08,262,155,107,1424,0.18,0.69,150.0,64.0,2026-07-17,135.0,35.0,2026-07-17,
CDP,2026-07-08,1304,1303,1,2426,0.54,0.0,35.0,1290.0,2026-07-17,30.0,1.0,2026-07-17,
CRNX,2026-07-08,2534,703,1831,8726,0.29,2.6,85.0,237.0,2026-07-17,80.0,740.0,2026-07-17,
ORKA,2026-07-08,258,186,72,2051,0.13,0.39,25.0,40.0,2026-08-21,65.0,20.0,2026-07-17,
CECO,2026-07-08,393,83,310,4005,0.1,3.73,90.0,11.0,2026-08-21,75.0,219.0,2026-07-17,
VAL,2026-07-08,2454,2269,185,16425,0.15,0.08,75.0,2003.0,2026-08-21,45.0,58.0,2026-08-21,
REZI,2026-07-08,219,66,153,4411,0.05,2.32,15.0,10.0,2026-08-21,35.0,128.0,2026-08-21,
BCO,2026-07-08,531,313,218,1943,0.27,0.7,105.0,96.0,2026-07-17,90.0,87.0,2026-07-17,
XMTR,2026-07-08,248,193,55,4349,0.06,0.28,90.0,59.0,2026-08-21,135.0,10.0,2026-07-17,
TNGX,2026-07-08,781,293,488,5811,0.13,1.67,29.0,59.0,2026-07-17,28.0,209.0,2026-07-17,
IRTC,2026-07-08,216,77,139,718,0.3,1.81,125.0,13.0,2026-08-21,85.0,35.0,2026-07-17,
IRT,2026-07-08,699,660,39,722,0.97,0.06,2.5,480.0,2026-07-17,15.0,30.0,2026-07-17,
BGC,2026-07-08,235,195,40,4343,0.05,0.21,14.0,100.0,2026-08-21,10.0,10.0,2026-08-21,
CELC,2026-07-08,2668,1257,1411,11727,0.23,1.12,90.0,559.0,2026-08-21,80.0,653.0,2026-07-17,
PI,2026-07-08,296,182,114,2637,0.11,0.63,85.0,32.0,2026-07-17,70.0,25.0,2026-07-17,
ANF,2026-07-08,1479,535,944,10651,0.14,1.76,82.0,60.0,2026-07-10,50.0,317.0,2026-07-17,
URBN,2026-07-08,529,209,320,1772,0.3,1.53,90.0,50.0,2026-07-10,50.0,102.0,2026-07-17,
MHO,2026-07-08,323,282,41,1654,0.2,0.15,130.0,150.0,2026-07-17,135.0,10.0,2026-07-17,
POWI,2026-07-08,256,102,154,7794,0.03,1.51,45.0,12.0,2026-07-17,35.0,40.0,2026-07-17,
ABG,2026-07-08,334,231,103,5302,0.06,0.45,220.0,100.0,2026-07-17,170.0,80.0,2026-07-17,
CNR,2026-07-08,843,686,157,5981,0.14,0.23,85.0,512.0,2026-07-17,75.0,97.0,2026-08-21,
CSTM,2026-07-08,573,243,330,10322,0.06,1.36,32.0,50.0,2026-08-21,30.0,158.0,2026-08-21,
DAVE,2026-07-08,788,317,471,5200,0.15,1.49,260.0,78.0,2026-07-17,420.0,92.0,2026-07-17,
MC,2026-07-08,771,753,18,3258,0.24,0.02,75.0,238.0,2026-07-17,45.0,6.0,2026-07-17,
SLG,2026-07-08,764,474,290,12179,0.06,0.61,42.5,177.0,2026-07-17,45.0,100.0,2026-08-21,
SKYW,2026-07-08,1791,74,1717,1022,1.75,23.2,80.0,11.0,2026-07-17,115.0,800.0,2026-07-17,
DNLI,2026-07-08,326,223,103,5149,0.06,0.46,2.5,84.0,2026-07-17,5.0,80.0,2026-07-17,
GEO,2026-07-08,2862,2361,501,89348,0.03,0.21,34.0,810.0,2026-07-17,29.0,106.0,2026-07-17,
ITRI,2026-07-08,353,209,144,5687,0.06,0.69,145.0,100.0,2026-07-17,75.0,58.0,2026-07-17,
EXTR,2026-07-08,419,330,89,2711,0.15,0.27,28.0,140.0,2026-08-21,24.0,25.0,2026-08-21,
ICUI,2026-07-08,263,167,96,588,0.45,0.57,145.0,110.0,2026-07-17,115.0,42.0,2026-08-21,
LBRT,2026-07-08,927,874,53,6877,0.13,0.06,30.0,613.0,2026-08-21,29.0,6.0,2026-07-17,
BOX,2026-07-08,971,716,255,4771,0.2,0.36,32.0,588.0,2026-08-21,25.0,100.0,2026-08-21,
LRN,2026-07-08,421,362,59,4455,0.09,0.16,100.0,164.0,2026-07-17,65.0,20.0,2026-07-17,
BKD,2026-07-08,6236,213,6023,34533,0.18,28.28,16.0,137.0,2026-07-17,14.0,4000.0,2026-07-17,
AAP,2026-07-08,5419,3422,1997,76941,0.07,0.58,62.0,842.0,2026-07-10,55.0,1405.0,2026-07-17,
CRC,2026-07-08,290,234,56,863,0.34,0.24,60.0,51.0,2026-07-17,50.0,22.0,2026-08-21,
RELY,2026-07-08,647,437,210,11840,0.05,0.48,20.0,275.0,2026-07-17,17.5,123.0,2026-07-17,
ERAS,2026-07-08,1821,1149,672,29765,0.06,0.58,7.5,702.0,2026-07-17,12.5,400.0,2026-08-21,
KBH,2026-07-08,953,137,816,15567,0.06,5.96,65.0,62.0,2026-07-17,50.0,405.0,2026-07-17,
CAKE,2026-07-08,1588,297,1291,8145,0.19,4.35,80.0,150.0,2026-07-17,82.5,1000.0,2026-07-17,
USAR,2026-07-08,8197,6289,1908,93814,0.09,0.3,21.0,992.0,2026-07-17,17.5,232.0,2026-07-10,
CALM,2026-07-08,516,323,193,15699,0.03,0.6,100.0,177.0,2026-08-21,75.0,41.0,2026-07-17,
PLUG,2026-07-08,5536,4620,916,101580,0.05,0.2,2.5,1865.0,2026-07-10,2.5,265.0,2026-07-10,
IBRX,2026-07-08,13826,12750,1076,134108,0.1,0.08,9.0,8547.0,2026-07-17,6.0,301.0,2026-07-17,
TDS,2026-07-08,942,933,9,4801,0.2,0.01,45.0,507.0,2026-07-17,35.0,2.0,2026-07-17,
ONDS,2026-07-08,37795,27445,10350,462660,0.08,0.38,8.0,5265.0,2026-07-10,7.5,2753.0,2026-07-10,
HIW,2026-07-08,501,336,165,3419,0.15,0.49,30.0,172.0,2026-08-21,25.0,146.0,2026-07-17,
WHD,2026-07-08,432,98,334,2870,0.15,3.41,55.0,44.0,2026-08-21,35.0,100.0,2026-08-21,
SEI,2026-07-08,1780,368,1412,22678,0.08,3.84,100.0,101.0,2026-07-17,82.5,303.0,2026-08-21,
HAE,2026-07-08,1070,62,1008,3213,0.33,16.26,90.0,15.0,2026-07-17,70.0,1001.0,2026-07-17,
LASR,2026-07-08,718,581,137,3616,0.2,0.24,60.0,250.0,2026-07-10,65.0,24.0,2026-07-17,
HNGE,2026-07-08,1232,118,1114,20463,0.06,9.44,85.0,13.0,2026-07-17,65.0,759.0,2026-07-17,
UUUU,2026-07-08,4083,3140,943,97328,0.04,0.3,13.5,750.0,2026-07-17,12.5,178.0,2026-07-10,
AXTI,2026-07-08,8988,3883,5105,72521,0.12,1.31,68.0,234.0,2026-07-10,40.0,2290.0,2026-07-10,
INSW,2026-07-08,859,820,39,6551,0.13,0.05,85.0,522.0,2026-07-17,90.0,9.0,2026-07-17,
VECO,2026-07-08,375,217,158,10456,0.04,0.73,65.0,30.0,2026-07-17,37.0,32.0,2026-07-17,
TDW,2026-07-08,333,230,103,3097,0.11,0.45,70.0,101.0,2026-07-17,30.0,25.0,2026-07-17,
ICHR,2026-07-08,686,338,348,5548,0.12,1.03,105.0,65.0,2026-07-17,52.5,41.0,2026-08-21,
BEAM,2026-07-08,1656,1430,226,8942,0.19,0.16,40.0,675.0,2026-07-17,27.0,48.0,2026-07-17,
ACHR,2026-07-08,6487,4440,2047,222069,0.03,0.46,5.0,2201.0,2026-07-10,5.0,1189.0,2026-07-10,
GPI,2026-07-08,1215,84,1131,1457,0.83,13.46,430.0,20.0,2026-08-21,280.0,374.0,2026-08-21,
STNG,2026-07-08,663,420,243,16950,0.04,0.58,77.5,116.0,2026-07-17,55.0,74.0,2026-08-21,
WDFC,2026-07-08,241,137,104,684,0.35,0.76,195.0,52.0,2026-08-21,185.0,30.0,2026-07-17,
AMBA,2026-07-08,3480,2609,871,13843,0.25,0.33,57.0,1211.0,2026-07-17,49.5,150.0,2026-07-10,
ACAD,2026-07-08,1362,1281,81,3292,0.41,0.06,27.0,1117.0,2026-08-21,19.0,33.0,2026-07-17,
BKU,2026-07-08,240,224,16,38129,0.01,0.07,55.0,200.0,2026-07-17,40.0,4.0,2026-07-17,
CNK,2026-07-08,473,208,265,8495,0.06,1.27,32.0,42.0,2026-07-17,20.0,112.0,2026-07-17,
SFNC,2026-07-08,332,327,5,241,1.38,0.02,2.5,307.0,2026-09-18,17.5,5.0,2026-09-18,
SIG,2026-07-08,1108,824,284,11887,0.09,0.34,84.0,406.0,2026-07-10,75.0,92.0,2026-07-10,
TDC,2026-07-08,669,572,97,4728,0.14,0.17,42.5,300.0,2026-08-21,30.0,24.0,2026-07-17,
IMVT,2026-07-08,972,562,410,9545,0.1,0.73,28.0,300.0,2026-07-17,30.0,85.0,2026-07-17,
NATL,2026-07-08,351,26,325,213,1.65,12.5,45.0,16.0,2026-07-17,30.0,269.0,2026-07-17,
FUL,2026-07-08,250,138,112,657,0.38,0.81,65.0,120.0,2026-07-17,30.0,36.0,2026-08-21,
RARE,2026-07-08,2023,1026,997,8416,0.24,0.97,40.0,830.0,2026-08-21,17.5,750.0,2026-08-21,
DK,2026-07-08,358,249,109,2621,0.14,0.44,60.0,59.0,2026-08-21,40.0,27.0,2026-07-17,
ADEA,2026-07-08,251,170,81,14132,0.02,0.48,30.0,49.0,2026-08-21,25.0,29.0,2026-08-21,
CWK,2026-07-08,359,121,238,1348,0.27,1.97,22.5,50.0,2026-08-21,12.5,187.0,2026-08-21,
COCO,2026-07-08,593,443,150,4333,0.14,0.34,70.0,128.0,2026-08-21,85.0,101.0,2026-07-17,
RSI,2026-07-08,351,280,71,33397,0.01,0.25,17.5,172.0,2026-07-17,30.0,28.0,2026-08-21,
DYN,2026-07-08,588,347,241,823,0.71,0.69,35.0,250.0,2026-07-17,2.5,72.0,2026-07-17,
CLSK,2026-07-08,15231,12348,2883,126890,0.12,0.23,14.0,2669.0,2026-07-10,12.0,418.0,2026-07-10,
SMR,2026-07-08,14980,12225,2755,165464,0.09,0.23,10.0,3804.0,2026-07-10,8.0,430.0,2026-07-10,
MIAX,2026-07-08,294,185,109,4768,0.06,0.59,70.0,100.0,2026-07-17,50.0,67.0,2026-07-17,
KN,2026-07-08,557,145,412,3671,0.15,2.84,45.0,116.0,2026-08-21,35.0,400.0,2026-07-17,
OUST,2026-07-08,5395,3270,2125,41623,0.13,0.65,45.0,682.0,2026-07-10,28.0,1102.0,2026-07-17,
IDYA,2026-07-08,359,170,189,7136,0.05,1.11,37.5,82.0,2026-07-17,22.5,88.0,2026-07-17,
ASH,2026-07-08,1220,1183,37,4519,0.27,0.03,70.0,1130.0,2026-07-17,55.0,14.0,2026-07-17,
PENG,2026-07-08,26281,19353,6928,36432,0.72,0.36,80.0,3769.0,2026-07-17,50.0,850.0,2026-07-17,
BHE,2026-07-08,638,610,28,1308,0.49,0.05,110.0,136.0,2026-08-21,95.0,10.0,2026-07-17,
ASO,2026-07-08,1050,744,306,10342,0.1,0.41,60.0,350.0,2026-07-17,45.0,67.0,2026-07-17,
HP,2026-07-08,305,180,125,2437,0.13,0.69,30.0,50.0,2026-07-17,30.0,74.0,2026-08-21,
CENX,2026-07-08,768,599,169,13732,0.06,0.28,45.0,412.0,2026-07-17,55.0,23.0,2026-07-17,
WRBY,2026-07-08,2632,1006,1626,7647,0.34,1.62,23.0,767.0,2026-07-10,25.5,1270.0,2026-07-17,
RLAY,2026-07-08,1131,114,1017,19876,0.06,8.92,22.0,30.0,2026-08-21,12.0,601.0,2026-07-17,
STEP,2026-07-08,310,161,149,3705,0.08,0.93,50.0,82.0,2026-08-21,35.0,53.0,2026-07-17,
LEU,2026-07-08,918,653,265,17593,0.05,0.41,230.0,245.0,2026-08-21,170.0,19.0,2026-07-17,
CXW,2026-07-08,10927,8811,2116,90020,0.12,0.24,34.0,3079.0,2026-07-17,20.0,1200.0,2026-07-17,
CLDX,2026-07-08,1313,382,931,2480,0.53,2.44,23.0,200.0,2026-08-21,33.0,860.0,2026-07-17,
PTEN,2026-07-08,1142,1067,75,99773,0.01,0.07,11.0,502.0,2026-07-17,4.0,30.0,2026-08-21,
RUN,2026-07-08,16000,8704,7296,105372,0.15,0.84,14.0,1985.0,2026-07-17,12.0,4273.0,2026-07-17,
SEZL,2026-07-08,1044,618,426,30200,0.03,0.69,150.0,126.0,2026-07-17,190.0,118.0,2026-08-21,
UPST,2026-07-08,6360,5232,1128,66063,0.1,0.22,35.0,771.0,2026-07-17,32.0,105.0,2026-07-10,
LION,2026-07-08,3262,2416,846,36449,0.09,0.35,14.0,1819.0,2026-08-21,17.0,588.0,2026-08-21,
SHOO,2026-07-08,2103,1656,447,24575,0.09,0.27,40.0,1443.0,2026-07-17,35.0,430.0,2026-07-17,
ARQT,2026-07-08,252,227,25,856,0.29,0.11,27.5,202.0,2026-07-17,27.5,19.0,2026-07-17,
PFS,2026-07-08,463,457,6,216,2.14,0.01,5.0,201.0,2026-07-17,20.0,5.0,2026-07-17,
AGYS,2026-07-08,475,436,39,581,0.82,0.09,110.0,298.0,2026-07-17,60.0,10.0,2026-07-17,
MGNI,2026-07-08,563,337,226,25529,0.02,0.67,2.0,62.0,2026-07-17,10.0,30.0,2026-08-21,
PARR,2026-07-08,396,257,139,2204,0.18,0.54,60.0,40.0,2026-08-21,65.0,51.0,2026-07-17,
CC,2026-07-08,631,269,362,33316,0.02,1.35,13.0,41.0,2026-07-17,12.0,150.0,2026-07-17,
STUB,2026-07-08,3539,3389,150,43942,0.08,0.04,10.5,2180.0,2026-07-17,12.5,42.0,2026-07-10,
ALGT,2026-07-08,228,115,113,2973,0.08,0.98,100.0,52.0,2026-07-17,100.0,76.0,2026-07-17,
GRAL,2026-07-08,584,177,407,7671,0.08,2.3,110.0,25.0,2026-07-17,50.0,250.0,2026-08-21,
DX,2026-07-08,525,488,37,3208,0.16,0.08,12.5,467.0,2026-08-21,12.5,13.0,2026-08-21,
SLS,2026-07-08,11239,9075,2164,183451,0.06,0.24,16.0,740.0,2026-07-10,6.5,281.0,2026-07-17,
BANC,2026-07-08,3120,1776,1344,15378,0.2,0.76,2.5,801.0,2026-07-17,20.0,1250.0,2026-07-17,
PENN,2026-07-08,761,212,549,25450,0.03,2.59,25.0,35.0,2026-08-21,17.0,150.0,2026-07-17,
EWTX,2026-07-08,3900,2378,1522,8832,0.44,0.64,25.0,2125.0,2026-08-21,30.0,1031.0,2026-08-21,
BWIN,2026-07-08,206,164,42,1587,0.13,0.26,22.5,91.0,2026-07-17,20.0,20.0,2026-07-17,
UNFI,2026-07-08,482,388,94,3884,0.12,0.24,70.0,236.0,2026-07-17,20.0,20.0,2026-08-21,
VAC,2026-07-08,397,314,83,2140,0.19,0.26,80.0,50.0,2026-07-17,55.0,32.0,2026-07-17,
BTU,2026-07-08,2619,1866,753,28237,0.09,0.4,23.0,389.0,2026-07-17,20.0,428.0,2026-07-17,
BXMT,2026-07-08,2662,331,2331,7843,0.34,7.04,19.0,100.0,2026-08-21,19.0,1113.0,2026-07-17,
TARS,2026-07-08,319,195,124,13526,0.02,0.64,80.0,48.0,2026-07-17,70.0,73.0,2026-07-17,
CARG,2026-07-08,263,171,92,885,0.3,0.54,28.0,50.0,2026-07-17,25.0,25.0,2026-07-17,
FSLY,2026-07-08,2008,1363,645,26546,0.08,0.47,20.0,326.0,2026-07-17,20.5,306.0,2026-07-10,
PATK,2026-07-08,342,271,71,701,0.49,0.26,105.0,239.0,2026-08-21,75.0,16.0,2026-07-17,
COHU,2026-07-08,766,368,398,4457,0.17,1.08,80.0,138.0,2026-08-21,60.0,238.0,2026-07-17,
DAN,2026-07-08,251,189,62,1376,0.18,0.33,40.0,70.0,2026-07-17,31.0,10.0,2026-08-21,
BCC,2026-07-08,215,97,118,1585,0.14,1.22,75.0,20.0,2026-07-17,60.0,50.0,2026-08-21,
VC,2026-07-08,222,206,16,1022,0.22,0.08,100.0,177.0,2026-07-17,80.0,7.0,2026-07-17,
TRN,2026-07-08,2539,69,2470,9313,0.27,35.8,27.0,20.0,2026-07-17,27.0,1750.0,2026-08-21,
HLIO,2026-07-08,563,50,513,1266,0.44,10.26,95.0,24.0,2026-07-17,85.0,510.0,2026-07-17,
WK,2026-07-08,395,326,69,1164,0.34,0.21,65.0,101.0,2026-07-17,45.0,12.0,2026-07-17,
PK,2026-07-08,475,442,33,9726,0.05,0.07,2.5,359.0,2026-08-21,15.0,14.0,2026-07-17,
NAVN,2026-07-08,383,246,137,10416,0.04,0.56,35.0,128.0,2026-08-21,2.5,40.0,2026-07-17,
HUBG,2026-07-08,2478,2429,49,2129,1.16,0.02,50.0,1900.0,2026-07-17,40.0,44.0,2026-07-17,
VISN,2026-07-08,2252,1325,927,47585,0.05,0.7,12.0,260.0,2026-08-21,12.0,250.0,2026-08-21,
KEEL,2026-07-08,10824,5730,5094,151727,0.07,0.89,5.0,1184.0,2026-07-10,3.5,3023.0,2026-07-17,
ATEN,2026-07-08,1805,1422,383,6783,0.27,0.27,35.0,1310.0,2026-08-21,35.0,316.0,2026-07-17,
RH,2026-07-08,1368,740,628,13951,0.1,0.85,165.0,139.0,2026-07-10,144.0,80.0,2026-07-10,
VERA,2026-07-08,2708,2340,368,28416,0.1,0.16,55.0,876.0,2026-07-17,25.0,150.0,2026-07-17,
WERN,2026-07-08,409,321,88,1005,0.41,0.27,40.0,300.0,2026-07-17,40.0,48.0,2026-07-17,
NVTS,2026-07-08,13775,8243,5532,118931,0.12,0.67,14.0,876.0,2026-07-10,13.0,744.0,2026-07-10,
BATRK,2026-07-08,685,547,138,1741,0.39,0.25,22.5,505.0,2026-08-21,50.0,100.0,2026-08-21,
CALY,2026-07-08,292,134,158,15143,0.02,1.18,15.0,56.0,2026-07-17,12.5,50.0,2026-07-17,
AEO,2026-07-08,1970,1503,467,12815,0.15,0.31,16.0,1113.0,2026-07-17,15.0,100.0,2026-07-17,
SOUN,2026-07-08,8049,5632,2417,359819,0.02,0.43,7.0,1610.0,2026-07-17,6.5,827.0,2026-07-10,
DHT,2026-07-08,4700,1727,2973,53152,0.09,1.72,18.0,798.0,2026-07-17,18.0,2774.0,2026-07-17,
STNE,2026-07-08,4932,477,4455,132209,0.04,9.34,18.0,103.0,2026-07-17,18.47,4000.0,2026-07-17,
CLMT,2026-07-08,1382,827,555,31535,0.04,0.67,36.0,155.0,2026-08-21,13.0,112.0,2026-08-21,
PFSI,2026-07-08,2034,1701,333,18855,0.11,0.2,125.0,1000.0,2026-08-21,115.0,200.0,2026-08-21,
LUNR,2026-07-08,12447,6479,5968,107037,0.12,0.92,18.0,1746.0,2026-07-10,17.5,1383.0,2026-07-10,
NWL,2026-07-08,412,242,170,27300,0.02,0.7,5.0,109.0,2026-07-17,5.0,75.0,2026-08-21,
IMNM,2026-07-08,425,329,96,3342,0.13,0.29,25.0,70.0,2026-07-17,22.0,32.0,2026-07-17,
LCII,2026-07-08,902,149,753,1855,0.49,5.05,100.0,87.0,2026-07-17,70.0,650.0,2026-07-17,
NKTR,2026-07-08,3097,2125,972,29065,0.11,0.46,115.0,730.0,2026-07-17,35.0,522.0,2026-07-17,
CRGY,2026-07-08,1702,1575,127,17648,0.1,0.08,10.0,1132.0,2026-07-17,10.0,57.0,2026-08-21,
BULL,2026-07-08,8732,7010,1722,220684,0.04,0.25,7.5,1229.0,2026-07-10,7.0,394.0,2026-07-17,
CTRI,2026-07-08,218,150,68,5735,0.04,0.45,27.5,30.0,2026-07-17,30.0,33.0,2026-07-17,
ESTA,2026-07-08,985,635,350,4443,0.22,0.55,90.0,300.0,2026-07-17,75.0,100.0,2026-08-21,
NTLA,2026-07-08,1262,1074,188,34401,0.04,0.18,18.0,375.0,2026-07-17,16.0,41.0,2026-07-17,
XRAY,2026-07-08,337,111,226,9471,0.04,2.04,12.5,58.0,2026-08-21,15.0,76.0,2026-07-17,
ATKR,2026-07-08,230,154,76,2969,0.08,0.49,70.0,101.0,2026-07-17,70.0,30.0,2026-07-17,
SGHC,2026-07-08,3320,2787,533,123387,0.03,0.19,10.75,1254.0,2026-07-17,6.75,200.0,2026-07-17,
RAMP,2026-07-08,547,494,53,3612,0.15,0.11,40.0,400.0,2026-07-17,17.5,20.0,2026-08-21,
TMDX,2026-07-08,1922,245,1677,24096,0.08,6.84,175.0,53.0,2026-07-17,60.0,1296.0,2026-08-21,
PTON,2026-07-08,1999,1200,799,255837,0.01,0.67,6.0,527.0,2026-07-17,1.0,130.0,2026-07-17,
UTI,2026-07-08,222,96,126,8082,0.03,1.31,32.5,15.0,2026-07-17,17.5,20.0,2026-07-17,
NRIX,2026-07-08,769,417,352,3078,0.25,0.84,30.0,156.0,2026-08-21,23.0,167.0,2026-07-17,
FLY,2026-07-08,2639,1886,753,54352,0.05,0.4,28.0,522.0,2026-07-17,37.0,115.0,2026-07-17,
BCRX,2026-07-08,2278,1484,794,34300,0.07,0.54,11.0,822.0,2026-07-17,10.0,414.0,2026-07-17,
APAM,2026-07-08,205,192,13,1021,0.2,0.07,35.0,150.0,2026-08-21,30.0,6.0,2026-08-21,
CPRI,2026-07-08,677,493,184,29396,0.02,0.37,17.5,109.0,2026-07-17,17.5,51.0,2026-07-17,
BRZE,2026-07-08,817,720,97,16284,0.05,0.13,20.0,351.0,2026-07-17,30.0,18.0,2026-08-21,
ASTH,2026-07-08,565,433,132,7571,0.07,0.3,30.0,200.0,2026-08-21,20.0,55.0,2026-08-21,
NG,2026-07-08,425,234,191,14669,0.03,0.82,8.0,100.0,2026-07-17,5.0,100.0,2026-07-17,
SHAK,2026-07-08,1996,1233,763,10357,0.19,0.62,57.0,279.0,2026-07-17,55.0,84.0,2026-07-10,
AGIO,2026-07-08,538,351,187,5244,0.1,0.53,35.0,152.0,2026-08-21,25.0,100.0,2026-07-17,
SPSC,2026-07-08,1079,1074,5,2176,0.5,0.0,135.0,1000.0,2026-07-17,50.0,1.0,2026-07-17,
RDW,2026-07-08,12695,5421,7274,139357,0.09,1.34,11.0,955.0,2026-07-10,10.5,5439.0,2026-07-10,
CNS,2026-07-08,1271,1269,2,2541,0.5,0.0,80.0,722.0,2026-08-21,65.0,1.0,2026-07-17,
INOD,2026-07-08,1277,850,427,36440,0.04,0.5,85.0,178.0,2026-07-17,74.0,100.0,2026-07-10,
FRSH,2026-07-08,670,553,117,21030,0.03,0.21,25.0,200.0,2026-08-21,7.5,50.0,2026-08-21,
CLOV,2026-07-08,7584,2226,5358,42191,0.18,2.41,5.0,640.0,2026-07-10,4.5,3608.0,2026-07-17,
VVX,2026-07-08,336,300,36,2577,0.13,0.12,85.0,231.0,2026-07-17,65.0,10.0,2026-07-17,
LFST,2026-07-08,427,376,51,9872,0.04,0.14,11.0,120.0,2026-08-21,6.0,15.0,2026-07-17,
ARR,2026-07-08,230,177,53,11538,0.02,0.3,17.0,77.0,2026-07-17,17.0,14.0,2026-07-17,
ELVN,2026-07-08,213,79,134,280,0.76,1.7,50.0,50.0,2026-08-21,50.0,105.0,2026-07-17,
