ticker,date,total_volume,call_volume,put_volume,open_interest,vol_oi_ratio,put_call_ratio,top_call_strike,top_call_strike_volume,top_call_expiry,top_put_strike,top_put_strike_volume,top_put_expiry,stock_price
BHVN,2026-07-08,959,647,312,27492,0.03,0.48,14.0,125.0,2026-07-17,15.0,220.0,2026-07-17,
BFH,2026-07-08,234,93,141,773,0.3,1.52,87.5,11.0,2026-07-17,80.0,43.0,2026-07-17,
ALMS,2026-07-08,479,262,217,2141,0.22,0.83,1.0,131.0,2026-07-17,10.0,83.0,2026-07-17,
AEHR,2026-07-08,3576,2276,1300,21830,0.16,0.57,170.0,249.0,2026-07-17,75.0,252.0,2026-07-17,
PACS,2026-07-08,4928,4846,82,6563,0.75,0.02,50.0,4509.0,2026-08-21,30.0,50.0,2026-07-17,
FCF,2026-07-08,500,496,4,147,3.4,0.01,2.5,458.0,2026-10-16,15.0,4.0,2026-07-17,
ADMA,2026-07-08,520,364,156,19493,0.03,0.43,11.0,84.0,2026-07-17,8.0,21.0,2026-07-17,
JBLU,2026-07-08,5812,1568,4244,51502,0.11,2.71,6.0,427.0,2026-07-17,5.0,2631.0,2026-07-17,
PGNY,2026-07-08,545,328,217,2023,0.27,0.66,35.0,169.0,2026-08-21,10.0,85.0,2026-08-21,
FUN,2026-07-08,1104,736,368,16362,0.07,0.5,27.5,225.0,2026-08-21,20.0,210.0,2026-07-17,
MBC,2026-07-08,1015,24,991,4593,0.22,41.29,7.5,10.0,2026-07-17,10.0,950.0,2026-07-17,
KSS,2026-07-08,5956,3788,2168,24953,0.24,0.57,30.0,700.0,2026-07-10,7.0,1022.0,2026-07-17,
SRPT,2026-07-08,957,670,287,7781,0.12,0.43,20.0,152.0,2026-07-17,23.0,62.0,2026-07-10,
NEO,2026-07-08,420,132,288,3551,0.12,2.18,13.0,20.0,2026-07-17,10.0,200.0,2026-08-21,
PDFS,2026-07-08,331,201,130,2023,0.16,0.65,50.0,70.0,2026-07-17,55.0,50.0,2026-07-17,
OCUL,2026-07-08,789,630,159,16269,0.05,0.25,11.0,220.0,2026-07-10,9.5,40.0,2026-07-17,
AVPT,2026-07-08,895,805,90,5034,0.18,0.11,13.0,459.0,2026-07-17,7.0,50.0,2026-07-17,
SNDX,2026-07-08,447,278,169,5535,0.08,0.61,17.0,50.0,2026-07-17,25.0,50.0,2026-08-21,
RXRX,2026-07-08,3466,1990,1476,49344,0.07,0.74,4.0,561.0,2026-07-17,3.5,1159.0,2026-07-17,
TRVI,2026-07-08,1730,770,960,14618,0.12,1.25,23.0,476.0,2026-07-17,11.0,750.0,2026-07-17,
ECPG,2026-07-08,271,11,260,417,0.65,23.64,82.5,5.0,2026-07-17,92.5,252.0,2026-07-17,
AGM,2026-07-08,307,265,42,476,0.64,0.16,185.0,200.0,2026-08-21,180.0,16.0,2026-08-21,
NOG,2026-07-08,7689,7258,431,23354,0.33,0.06,18.0,5417.0,2026-08-21,17.0,144.0,2026-08-21,
QUBT,2026-07-08,13807,11163,2644,155290,0.09,0.24,10.0,3638.0,2026-07-10,10.0,1029.0,2026-07-17,
NVCR,2026-07-08,508,442,66,5452,0.09,0.15,19.0,256.0,2026-08-21,14.0,17.0,2026-07-17,
IMAX,2026-07-08,2812,2140,672,15281,0.18,0.31,44.0,813.0,2026-07-17,36.0,250.0,2026-08-21,
AUPH,2026-07-08,354,262,92,10511,0.03,0.35,18.0,62.0,2026-08-21,16.0,31.0,2026-08-21,
GT,2026-07-08,2754,2325,429,50568,0.05,0.18,7.0,901.0,2026-07-17,6.0,310.0,2026-08-21,
PAYO,2026-07-08,783,762,21,11816,0.07,0.03,8.0,500.0,2026-07-17,6.0,10.0,2026-07-17,
PPTA,2026-07-08,975,800,175,19039,0.05,0.22,17.5,150.0,2026-08-21,50.0,50.0,2026-08-21,
UNIT,2026-07-08,3088,3029,59,26466,0.12,0.02,13.0,2737.0,2026-08-21,10.0,15.0,2026-07-17,
EOSE,2026-07-08,21676,16512,5164,216010,0.1,0.31,10.0,6187.0,2026-07-17,5.5,1077.0,2026-07-10,
ZD,2026-07-08,2220,2150,70,3537,0.63,0.03,50.0,1116.0,2026-07-17,30.0,32.0,2026-08-21,
HUN,2026-07-08,523,201,322,23583,0.02,1.6,13.0,85.0,2026-08-21,13.0,59.0,2026-07-17,
BTDR,2026-07-08,15910,10551,5359,537370,0.03,0.51,17.0,1882.0,2026-07-10,17.0,3015.0,2026-07-17,
BAND,2026-07-08,720,589,131,7461,0.1,0.22,65.0,134.0,2026-07-17,40.0,35.0,2026-08-21,
IIPR,2026-07-08,1118,1070,48,5112,0.22,0.04,50.0,474.0,2026-07-17,30.0,14.0,2026-07-17,
EPAC,2026-07-08,3312,3295,17,1121,2.95,0.01,40.0,3077.0,2026-07-17,30.0,12.0,2026-07-17,
TFIN,2026-07-08,2602,2253,349,7556,0.34,0.15,90.0,2001.0,2026-08-21,50.0,169.0,2026-08-21,
FIVN,2026-07-08,3096,2709,387,56970,0.05,0.14,25.0,1003.0,2026-08-21,20.0,185.0,2026-07-17,
VOYG,2026-07-08,1592,1130,462,23691,0.07,0.41,65.0,475.0,2026-08-21,45.0,110.0,2026-07-17,
AMSC,2026-07-08,934,498,436,19127,0.05,0.88,40.0,90.0,2026-07-17,25.0,53.0,2026-08-21,
VRDN,2026-07-08,1153,746,407,13012,0.09,0.55,27.0,250.0,2026-07-17,20.0,100.0,2026-08-21,
TALO,2026-07-08,284,45,239,3195,0.09,5.31,15.0,12.0,2026-07-17,15.0,154.0,2026-07-17,
CBZ,2026-07-08,504,249,255,2792,0.18,1.02,40.0,208.0,2026-07-17,25.0,100.0,2026-07-17,
AMR,2026-07-08,388,175,213,3662,0.11,1.22,160.0,35.0,2026-08-21,145.0,66.0,2026-08-21,
WOR,2026-07-08,242,130,112,1223,0.2,0.86,55.0,50.0,2026-07-17,45.0,32.0,2026-07-17,
BBAI,2026-07-08,6159,4838,1321,126085,0.05,0.27,3.5,1357.0,2026-07-10,3.0,343.0,2026-07-17,
IOVA,2026-07-08,1711,1643,68,20523,0.08,0.04,4.5,1178.0,2026-07-10,2.5,10.0,2026-07-17,
AMPX,2026-07-08,2324,1167,1157,121641,0.02,0.99,12.0,198.0,2026-07-10,11.0,272.0,2026-07-17,
SHLS,2026-07-08,965,365,600,76002,0.01,1.64,11.0,63.0,2026-07-17,10.0,181.0,2026-07-17,
TDOC,2026-07-08,5479,5053,426,74172,0.07,0.08,10.0,2327.0,2026-07-10,9.0,248.0,2026-07-17,
DXC,2026-07-08,495,246,249,6960,0.07,1.01,10.0,75.0,2026-07-17,11.0,100.0,2026-07-17,
NSP,2026-07-08,239,157,82,1006,0.24,0.52,20.0,93.0,2026-07-17,60.0,26.0,2026-07-17,
PLAB,2026-07-08,1136,652,484,12257,0.09,0.74,30.0,217.0,2026-07-17,25.0,232.0,2026-07-17,
TNK,2026-07-08,1004,684,320,5273,0.19,0.47,74.0,143.0,2026-08-21,69.0,105.0,2026-07-17,
HRMY,2026-07-08,878,815,63,2033,0.43,0.08,50.0,752.0,2026-07-17,22.5,44.0,2026-07-17,
ATAI,2026-07-08,1064,886,178,27112,0.04,0.2,6.0,314.0,2026-08-21,4.0,87.0,2026-08-21,
AMLX,2026-07-08,1248,402,846,2099,0.59,2.1,21.0,200.0,2026-07-17,14.0,508.0,2026-07-17,
FLO,2026-07-08,566,522,44,22339,0.03,0.08,7.5,210.0,2026-07-17,7.5,23.0,2026-08-21,
NN,2026-07-08,2051,1487,564,59991,0.03,0.38,18.0,562.0,2026-07-17,34.5,192.0,2026-07-10,
BRBR,2026-07-08,364,212,152,23607,0.02,0.72,12.5,47.0,2026-07-17,7.5,41.0,2026-07-17,
TRIP,2026-07-08,1654,1268,386,40058,0.04,0.3,15.5,369.0,2026-07-17,2.0,132.0,2026-07-10,
TPB,2026-07-08,397,371,26,2901,0.14,0.07,75.0,172.0,2026-08-21,90.0,4.0,2026-07-17,
URGN,2026-07-08,1231,910,321,3344,0.37,0.35,20.0,365.0,2026-08-21,15.0,100.0,2026-08-21,
DV,2026-07-08,263,161,102,9289,0.03,0.63,25.0,70.0,2026-07-17,20.0,32.0,2026-07-17,
BFLY,2026-07-08,1795,1288,507,62921,0.03,0.39,10.0,324.0,2026-07-17,7.5,183.0,2026-08-21,
MLYS,2026-07-08,858,184,674,15032,0.06,3.66,40.0,127.0,2026-07-17,17.5,621.0,2026-07-17,
PVLA,2026-07-08,1048,384,664,4498,0.23,1.73,200.0,160.0,2026-08-21,95.0,500.0,2026-07-17,
LINC,2026-07-08,388,355,33,3072,0.13,0.09,45.0,160.0,2026-07-17,50.0,19.0,2026-07-17,
ABSI,2026-07-08,1898,1271,627,36644,0.05,0.49,6.0,600.0,2026-08-21,10.0,220.0,2026-07-17,
ATRC,2026-07-08,333,308,25,2473,0.13,0.08,35.0,268.0,2026-07-17,30.0,21.0,2026-07-17,
HG,2026-07-08,468,260,208,981,0.48,0.8,28.0,100.0,2026-07-17,40.0,192.0,2026-07-17,
EYE,2026-07-08,208,108,100,5583,0.04,0.93,25.0,60.0,2026-07-17,22.5,50.0,2026-07-17,
HLIT,2026-07-08,341,283,58,9473,0.04,0.2,20.0,174.0,2026-07-17,10.0,20.0,2026-07-17,
TSHA,2026-07-08,696,246,450,20882,0.03,1.83,6.0,80.0,2026-08-21,5.0,406.0,2026-07-17,
BW,2026-07-08,2015,1427,588,6348,0.32,0.41,22.0,396.0,2026-07-10,24.0,201.0,2026-07-10,
PRGO,2026-07-08,298,203,95,29176,0.01,0.47,12.5,50.0,2026-07-17,12.5,31.0,2026-08-21,
GENI,2026-07-08,1492,1457,35,13188,0.11,0.02,7.5,760.0,2026-07-17,7.5,25.0,2026-07-17,
AMBQ,2026-07-08,570,517,53,2368,0.24,0.1,75.0,292.0,2026-08-21,55.0,10.0,2026-07-17,
KOD,2026-07-08,604,573,31,3121,0.19,0.05,45.0,500.0,2026-08-21,27.0,5.0,2026-07-17,
FCEL,2026-07-08,20192,13898,6294,94242,0.21,0.45,26.0,2130.0,2026-07-17,21.0,1966.0,2026-07-10,
OI,2026-07-08,965,253,712,4194,0.23,2.81,15.0,110.0,2026-08-21,11.0,530.0,2026-08-21,
PAGS,2026-07-08,417,341,76,15289,0.03,0.22,12.0,235.0,2026-08-21,17.0,22.0,2026-08-21,
TE,2026-07-08,17925,11889,6036,194650,0.09,0.51,7.0,1421.0,2026-07-10,6.5,1307.0,2026-07-10,
FLNC,2026-07-08,5535,2006,3529,117577,0.05,1.76,25.0,155.0,2026-08-21,15.0,2341.0,2026-07-17,
PBI,2026-07-08,543,179,364,11803,0.05,2.03,1.0,33.0,2026-07-17,12.0,147.0,2026-07-17,
MLKN,2026-07-08,494,273,221,1379,0.36,0.81,17.5,101.0,2026-07-17,20.0,101.0,2026-07-17,
PRCH,2026-07-08,245,223,22,8497,0.03,0.1,7.5,100.0,2026-08-21,15.0,6.0,2026-08-21,
CRI,2026-07-08,217,45,172,718,0.3,3.82,50.0,17.0,2026-08-21,37.5,88.0,2026-08-21,
VPG,2026-07-08,618,407,211,3267,0.19,0.52,185.0,80.0,2026-08-21,65.0,47.0,2026-08-21,
NVAX,2026-07-08,2173,1781,392,68341,0.03,0.22,9.5,568.0,2026-07-10,7.5,65.0,2026-07-17,
GBX,2026-07-08,210,54,156,1462,0.14,2.89,52.5,13.0,2026-07-17,40.0,77.0,2026-07-17,
INFQ,2026-07-08,5673,3342,2331,159941,0.04,0.7,15.0,880.0,2026-07-17,10.0,1190.0,2026-07-17,
SLDE,2026-07-08,268,98,170,6335,0.04,1.73,17.5,37.0,2026-08-21,20.0,103.0,2026-07-17,
XERS,2026-07-08,725,655,70,12134,0.06,0.11,2.5,233.0,2026-07-17,7.5,50.0,2026-08-21,
FMC,2026-07-08,815,402,413,36020,0.02,1.03,12.5,174.0,2026-07-17,10.0,163.0,2026-08-21,
SAM,2026-07-08,217,134,83,2422,0.09,0.62,200.0,69.0,2026-07-17,140.0,30.0,2026-07-17,
APPS,2026-07-08,3501,2555,946,29284,0.12,0.37,11.0,1124.0,2026-07-17,12.0,391.0,2026-08-21,
ARI,2026-07-08,1091,22,1069,3646,0.3,48.59,5.0,8.0,2026-07-17,10.0,386.0,2026-08-21,
YELP,2026-07-08,1319,1184,135,7372,0.18,0.11,23.0,900.0,2026-08-21,16.0,15.0,2026-08-21,
ARLO,2026-07-08,437,170,267,1076,0.41,1.57,14.0,42.0,2026-08-21,10.0,125.0,2026-07-17,
WEN,2026-07-08,16576,12628,3948,391032,0.04,0.31,8.0,3051.0,2026-07-10,7.5,1277.0,2026-07-10,
AGL,2026-07-08,399,295,104,2059,0.19,0.35,0.5,157.0,2026-07-17,5.0,10.0,2026-07-17,
GLOB,2026-07-08,3185,1341,1844,6670,0.48,1.38,30.0,469.0,2026-07-17,25.0,1201.0,2026-07-17,
MNKD,2026-07-08,858,489,369,5922,0.14,0.75,4.5,171.0,2026-07-17,2.5,200.0,2026-07-17,
HROW,2026-07-08,687,460,227,6070,0.11,0.49,50.0,163.0,2026-08-21,34.0,70.0,2026-07-17,
DJT,2026-07-08,2739,2245,494,54404,0.05,0.22,9.0,602.0,2026-07-10,8.5,147.0,2026-07-10,
DLO,2026-07-08,1329,1099,230,95929,0.01,0.21,18.0,402.0,2026-07-17,13.0,50.0,2026-07-17,
AMN,2026-07-08,1722,220,1502,2915,0.59,6.83,22.5,80.0,2026-07-17,17.5,714.0,2026-08-21,
ENR,2026-07-08,719,554,165,9089,0.08,0.3,20.0,382.0,2026-08-21,15.0,32.0,2026-07-17,
WGS,2026-07-08,866,337,529,7452,0.12,1.57,85.0,64.0,2026-07-17,57.0,101.0,2026-07-10,
LPG,2026-07-08,262,84,178,4139,0.06,2.12,42.5,30.0,2026-07-17,32.5,100.0,2026-08-21,
INSP,2026-07-08,304,170,134,3295,0.09,0.79,60.0,91.0,2026-07-17,60.0,32.0,2026-07-17,
VSTS,2026-07-08,1771,1056,715,19079,0.09,0.68,15.0,607.0,2026-08-21,7.5,500.0,2026-08-21,
HLF,2026-07-08,549,485,64,12552,0.04,0.13,12.0,231.0,2026-07-10,12.5,12.0,2026-07-10,
LIND,2026-07-08,314,131,183,1978,0.16,1.4,17.5,100.0,2026-08-21,25.0,120.0,2026-08-21,
AVBP,2026-07-08,2609,2540,69,9599,0.27,0.03,22.5,2413.0,2026-07-17,35.0,21.0,2026-07-17,
REAL,2026-07-08,210,181,29,23713,0.01,0.16,20.0,102.0,2026-08-21,10.0,14.0,2026-07-17,
ENOV,2026-07-08,295,241,54,5345,0.06,0.22,30.0,100.0,2026-07-17,20.0,35.0,2026-07-17,
COUR,2026-07-08,307,150,157,61582,0.0,1.05,6.0,50.0,2026-07-17,4.0,76.0,2026-08-21,
HYMC,2026-07-08,2138,1181,957,45551,0.05,0.81,26.0,243.0,2026-08-21,30.0,157.0,2026-07-17,
SLVM,2026-07-08,283,140,143,831,0.34,1.02,42.5,62.0,2026-07-17,42.5,100.0,2026-08-21,
ARDX,2026-07-08,226,173,53,25716,0.01,0.31,2.0,37.0,2026-07-17,5.0,30.0,2026-08-21,
EPC,2026-07-08,1148,1067,81,706,1.63,0.08,2.5,765.0,2026-07-17,15.0,40.0,2026-07-17,
TWO,2026-07-08,628,147,481,1332,0.47,3.27,12.0,120.0,2026-07-17,5.0,224.0,2026-07-17,
SKYT,2026-07-08,890,589,301,5854,0.15,0.51,32.0,195.0,2026-07-17,12.0,110.0,2026-07-17,
BCAX,2026-07-08,717,714,3,1304,0.55,0.0,17.5,300.0,2026-08-21,7.5,2.0,2026-07-17,
ALKT,2026-07-08,4850,58,4792,9211,0.53,82.62,17.5,12.0,2026-07-17,15.0,4781.0,2026-08-21,
NEXT,2026-07-08,3248,2928,320,119898,0.03,0.11,10.0,1200.0,2026-07-17,8.0,200.0,2026-07-17,
UAA,2026-07-08,285,92,193,17309,0.02,2.1,6.0,28.0,2026-07-17,6.0,43.0,2026-07-17,
CAPR,2026-07-08,6899,1169,5730,38162,0.18,4.9,25.0,232.0,2026-08-21,22.0,5000.0,2026-07-17,
GIII,2026-07-08,358,5,353,1750,0.2,70.6,30.0,1.0,2026-07-17,35.0,289.0,2026-07-17,
AI,2026-07-08,20766,19993,773,127834,0.16,0.04,10.0,4643.0,2026-07-17,8.5,301.0,2026-07-10,
KOS,2026-07-08,20994,20490,504,72809,0.29,0.02,2.0,13601.0,2026-07-17,2.5,278.0,2026-07-17,
CBRL,2026-07-08,2038,1710,328,15685,0.13,0.19,50.0,552.0,2026-07-17,32.5,100.0,2026-07-17,
ZYME,2026-07-08,662,518,144,3319,0.2,0.28,22.5,451.0,2026-07-17,25.0,120.0,2026-07-17,
VIR,2026-07-08,240,199,41,5777,0.04,0.21,8.0,123.0,2026-07-17,10.0,15.0,2026-08-21,
TTI,2026-07-08,324,248,76,1494,0.22,0.31,12.0,142.0,2026-07-17,9.0,29.0,2026-08-21,
VYX,2026-07-08,239,176,63,2270,0.11,0.36,7.5,51.0,2026-07-17,7.5,43.0,2026-07-17,
AIP,2026-07-08,568,335,233,5002,0.11,0.7,45.0,110.0,2026-07-17,35.0,136.0,2026-08-21,
DCH,2026-07-08,264,222,42,83335,0.0,0.19,11.0,140.0,2026-07-17,10.0,20.0,2026-07-17,
ATEX,2026-07-08,593,421,172,8519,0.07,0.41,35.0,50.0,2026-08-21,60.0,38.0,2026-07-17,
AESI,2026-07-08,554,249,305,11083,0.05,1.22,15.0,150.0,2026-07-17,12.5,103.0,2026-08-21,
NAT,2026-07-08,1078,487,591,33848,0.03,1.21,7.0,127.0,2026-08-21,3.5,500.0,2026-07-17,
TDAY,2026-07-08,419,413,6,3261,0.13,0.01,6.0,200.0,2026-07-17,7.0,2.0,2026-07-17,
PZZA,2026-07-08,2018,1865,153,53358,0.04,0.08,40.0,1296.0,2026-07-17,32.5,81.0,2026-07-17,
LWLG,2026-07-08,1124,621,503,30499,0.04,0.81,11.0,105.0,2026-07-17,7.0,270.0,2026-07-17,
PRCT,2026-07-08,517,266,251,11568,0.04,0.94,35.0,67.0,2026-07-17,20.0,101.0,2026-08-21,
AMC,2026-07-08,60079,50634,9445,642720,0.09,0.19,2.0,20300.0,2026-07-17,1.5,4563.0,2026-07-17,
RCAT,2026-07-08,10736,8715,2021,111880,0.1,0.23,10.0,3450.0,2026-07-17,10.5,573.0,2026-07-17,
WOLF,2026-07-08,2914,1711,1203,52444,0.06,0.7,40.0,182.0,2026-07-17,34.5,224.0,2026-07-10,
SMPL,2026-07-08,332,163,169,3057,0.11,1.04,12.5,56.0,2026-07-17,12.5,73.0,2026-07-17,
IE,2026-07-08,493,433,60,14317,0.03,0.14,35.0,400.0,2026-07-17,7.5,14.0,2026-07-17,
AVNS,2026-07-08,655,72,583,3938,0.17,8.1,10.0,20.0,2026-07-17,22.5,500.0,2026-07-17,
CEVA,2026-07-08,918,607,311,12766,0.07,0.51,50.0,306.0,2026-07-17,45.0,159.0,2026-07-17,
MCB,2026-07-08,208,81,127,244,0.85,1.57,100.0,61.0,2026-09-18,65.0,61.0,2026-07-17,
CIM,2026-07-08,243,150,93,2959,0.08,0.62,15.0,100.0,2026-08-21,14.0,44.0,2026-07-17,
WLDN,2026-07-08,597,558,39,1721,0.35,0.07,105.0,249.0,2026-07-17,60.0,4.0,2026-08-21,
UPWK,2026-07-08,421,328,93,12619,0.03,0.28,10.0,241.0,2026-08-21,5.0,50.0,2026-07-17,
TYRA,2026-07-08,404,380,24,1496,0.27,0.06,30.0,355.0,2026-07-17,25.0,5.0,2026-08-21,
PCT,2026-07-08,1752,747,1005,40668,0.04,1.35,25.0,350.0,2026-07-17,5.0,360.0,2026-07-17,
HOG,2026-07-08,804,581,223,3748,0.21,0.38,20.0,166.0,2026-07-10,23.0,50.0,2026-07-17,
MAZE,2026-07-08,301,287,14,636,0.47,0.05,30.0,214.0,2026-08-21,50.0,3.0,2026-08-21,
ATEC,2026-07-08,357,156,201,6632,0.05,1.29,17.5,51.0,2026-07-17,7.5,80.0,2026-08-21,
INVX,2026-07-08,5941,5935,6,106,56.05,0.0,30.0,5912.0,2026-07-17,22.5,5.0,2026-07-17,
BRSL,2026-07-08,283,221,62,3151,0.09,0.28,13.0,100.0,2026-08-21,10.0,14.0,2026-07-17,
EYPT,2026-07-08,3219,3042,177,10386,0.31,0.06,30.0,2126.0,2026-07-17,10.0,98.0,2026-08-21,
PMT,2026-07-08,746,687,59,11968,0.06,0.09,5.0,164.0,2026-08-21,10.0,34.0,2026-07-17,
GPRE,2026-07-08,475,439,36,3426,0.14,0.08,17.0,259.0,2026-07-17,13.0,12.0,2026-07-17,
PGEN,2026-07-08,301,261,40,49170,0.01,0.15,3.0,70.0,2026-07-17,5.0,10.0,2026-07-17,
BTSG,2026-07-09,356,137,219,2726,0.13,1.6,70.0,64.0,2026-07-17,50.0,180.0,2026-08-21,
CYTK,2026-07-09,1581,1443,138,40378,0.04,0.1,100.0,756.0,2026-07-17,55.0,19.0,2026-07-17,
VSAT,2026-07-09,1384,608,776,20650,0.07,1.28,75.0,133.0,2026-08-21,75.0,237.0,2026-07-17,
FROG,2026-07-09,1317,1009,308,57888,0.02,0.31,100.0,629.0,2026-08-21,77.5,113.0,2026-08-21,
HUT,2026-07-09,5974,4823,1151,82661,0.07,0.24,190.0,1250.0,2026-07-17,85.0,121.0,2026-07-17,
KRYS,2026-07-09,331,157,174,3025,0.11,1.11,310.0,30.0,2026-08-21,250.0,95.0,2026-08-21,
AGX,2026-07-09,1048,385,663,7463,0.14,1.72,960.0,78.0,2026-07-17,490.0,75.0,2026-08-21,
ALKS,2026-07-09,1558,1003,555,16180,0.1,0.55,40.0,500.0,2026-07-17,35.0,250.0,2026-07-17,
COMP,2026-07-09,1644,921,723,66154,0.02,0.79,15.0,321.0,2026-08-21,9.0,411.0,2026-07-17,
SNEX,2026-07-09,211,133,78,2270,0.09,0.59,145.0,22.0,2026-08-21,110.0,11.0,2026-07-17,
CTRE,2026-07-09,446,413,33,1469,0.3,0.08,30.0,200.0,2026-07-17,37.5,21.0,2026-08-21,
QBTS,2026-07-09,15643,9921,5722,157684,0.1,0.58,23.0,1263.0,2026-07-17,19.0,1186.0,2026-07-17,
MXL,2026-07-09,3105,2477,628,30666,0.1,0.25,120.0,903.0,2026-07-17,90.0,85.0,2026-07-17,
TEX,2026-07-09,1128,323,805,10529,0.11,2.49,75.0,250.0,2026-07-17,65.0,401.0,2026-08-21,
PTGX,2026-07-09,318,228,90,1957,0.16,0.39,125.0,36.0,2026-07-17,90.0,35.0,2026-07-17,
PCVX,2026-07-09,205,67,138,4861,0.04,2.06,65.0,38.0,2026-08-21,55.0,90.0,2026-07-17,
EAT,2026-07-09,865,510,355,3794,0.23,0.7,195.0,248.0,2026-07-17,160.0,199.0,2026-07-17,
RIOT,2026-07-09,42628,14297,28331,309122,0.14,1.98,27.5,2360.0,2026-07-10,27.0,10479.0,2026-07-10,
PRAX,2026-07-09,419,267,152,2153,0.19,0.57,410.0,93.0,2026-08-21,200.0,35.0,2026-07-17,
JBTM,2026-07-09,459,46,413,325,1.41,8.98,150.0,15.0,2026-07-17,130.0,400.0,2026-07-17,
HIMS,2026-07-09,43561,32630,10931,245200,0.18,0.33,39.0,3253.0,2026-07-17,33.0,2505.0,2026-07-10,
NPO,2026-07-09,1634,24,1610,994,1.64,67.08,350.0,5.0,2026-07-17,330.0,700.0,2026-07-17,
TGTX,2026-07-09,2240,1665,575,29764,0.08,0.35,70.0,571.0,2026-07-17,55.0,163.0,2026-07-17,
LNTH,2026-07-09,220,169,51,2578,0.09,0.3,90.0,37.0,2026-07-17,115.0,6.0,2026-08-21,
OSCR,2026-07-09,4176,3006,1170,59265,0.07,0.39,13.0,838.0,2026-07-10,28.5,98.0,2026-07-17,
VLY,2026-07-09,227,216,11,1098,0.21,0.05,16.0,104.0,2026-08-21,11.0,5.0,2026-07-17,
MRCY,2026-07-09,1057,115,942,2699,0.39,8.19,115.0,15.0,2026-07-17,80.0,350.0,2026-07-17,
FLR,2026-07-09,784,466,318,50125,0.02,0.68,55.0,305.0,2026-08-21,30.0,60.0,2026-07-17,
CMC,2026-07-09,262,148,114,2995,0.09,0.77,70.0,38.0,2026-08-21,70.0,52.0,2026-08-21,
KYMR,2026-07-09,417,169,248,1675,0.25,1.47,65.0,26.0,2026-07-17,75.0,100.0,2026-07-17,
KGS,2026-07-09,5076,104,4972,5365,0.95,47.81,30.0,20.0,2026-07-17,40.0,4301.0,2026-07-17,
CIFR,2026-07-09,28619,16775,11844,216991,0.13,0.71,23.5,2584.0,2026-07-10,23.5,3129.0,2026-07-10,
CORZ,2026-07-09,10654,6199,4455,373654,0.03,0.72,25.5,2033.0,2026-07-17,14.0,1280.0,2026-07-17,
CVLT,2026-07-09,725,504,221,4060,0.18,0.44,140.0,300.0,2026-07-17,155.0,107.0,2026-07-17,
IDCC,2026-07-09,370,108,262,972,0.38,2.43,330.0,20.0,2026-07-17,220.0,101.0,2026-07-17,
SSRM,2026-07-09,1474,1049,425,9018,0.16,0.41,33.0,624.0,2026-08-21,30.0,117.0,2026-08-21,
NUVL,2026-07-09,650,341,309,24536,0.03,0.91,120.0,200.0,2026-07-17,85.0,167.0,2026-07-17,
SM,2026-07-09,3987,2503,1484,41954,0.1,0.59,17.5,2018.0,2026-07-17,35.0,1200.0,2026-07-17,
SYRE,2026-07-09,812,404,408,6722,0.12,1.01,115.0,150.0,2026-07-17,75.0,250.0,2026-08-21,
VSEC,2026-07-09,350,122,228,1901,0.18,1.87,270.0,70.0,2026-08-21,165.0,70.0,2026-08-21,
COGT,2026-07-09,289,147,142,12646,0.02,0.97,37.0,61.0,2026-08-21,38.0,85.0,2026-07-17,
GVA,2026-07-09,278,241,37,592,0.47,0.15,135.0,180.0,2026-07-17,125.0,14.0,2026-07-17,
LGND,2026-07-09,314,175,139,900,0.35,0.79,340.0,60.0,2026-07-17,320.0,80.0,2026-07-17,
JXN,2026-07-09,1121,74,1047,3749,0.3,14.15,115.0,21.0,2026-07-17,90.0,1001.0,2026-08-21,
LUMN,2026-07-09,2001,1542,459,96932,0.02,0.3,7.0,670.0,2026-07-17,20.0,115.0,2026-07-10,
MATX,2026-07-09,335,313,22,1219,0.27,0.07,200.0,191.0,2026-07-17,200.0,10.0,2026-07-17,
TWST,2026-07-09,823,204,619,3353,0.25,3.03,100.0,42.0,2026-07-17,57.5,329.0,2026-07-17,
SRRK,2026-07-09,596,52,544,3797,0.16,10.46,65.0,9.0,2026-07-17,40.0,248.0,2026-08-21,
KLIC,2026-07-09,457,234,223,4471,0.1,0.95,95.0,44.0,2026-07-17,100.0,50.0,2026-07-17,
AUB,2026-07-09,207,130,77,561,0.37,0.59,45.0,100.0,2026-07-17,25.0,71.0,2026-07-17,
APGE,2026-07-09,268,140,128,14256,0.02,0.91,135.0,35.0,2026-07-17,65.0,58.0,2026-07-17,
TXNM,2026-07-09,382,168,214,476,0.8,1.27,70.0,112.0,2026-08-21,50.0,200.0,2026-07-17,
XENE,2026-07-09,2053,1887,166,12827,0.16,0.09,75.0,622.0,2026-08-21,35.0,70.0,2026-07-17,
RGTI,2026-07-09,22488,13058,9430,292956,0.08,0.72,17.5,2123.0,2026-07-17,12.0,3401.0,2026-07-17,
NOVT,2026-07-09,955,424,531,614,1.56,1.25,200.0,150.0,2026-08-21,150.0,500.0,2026-07-17,
JOBY,2026-07-09,9612,8329,1283,134471,0.07,0.15,8.0,2665.0,2026-07-10,8.0,194.0,2026-07-17,
DFTX,2026-07-09,2819,1530,1289,36767,0.08,0.84,19.0,356.0,2026-07-17,42.0,404.0,2026-07-17,
VSH,2026-07-09,5508,3536,1972,60784,0.09,0.56,55.0,1776.0,2026-07-17,40.0,596.0,2026-07-17,
